uniprot_id,gene_symbol,protein_name
Q9HAB3,SLC52A2,"Solute carrier family 52, riboflavin transporter, member 2 (Porcine endogenous retrovirus A receptor 1) (PERV-A receptor 1) (Protein GPR172A) (Riboflavin transporter 3) (hRFT3)"
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)
Q9HAN9,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1)
Q9HAS3,SLC28A3,Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (CNT 3) (hCNT3)
Q9HAW7,UGT1A7,UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G)
Q9HAW8,UGT1A10,UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J)
Q9HAW9,UGT1A8,UDP-glucuronosyltransferase 1A8 (UGT1A8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-8) (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H)
Q9HAY6,BCO1,"Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)"
Q9HB21,PLEKHA1,Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1)
Q9HB55,CYP3A43,Cytochrome P450 3A43 (EC 1.14.14.1)
Q9HBH1,PDF,"Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)"
Q9HBH5,RDH14,Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)
Q9HBL8,NMRAL1,NmrA-like family domain-containing protein 1
Q9HBW0,LPAR2,Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4)
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)"
Q9HCD5,NCOA5,Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)
Q9HCL2,GPAM,"Glycerol-3-phosphate acyltransferase 1, mitochondrial (GPAT-1) (EC 2.3.1.15)"
Q9HCP0,CSNK1G1,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1)
Q9HCR9,PDE11A,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A (EC 3.1.4.35) (EC 3.1.4.53) (cAMP and cGMP phosphodiesterase 11A)"
Q9HCS2,CYP4F12,Cytochrome P450 4F12 (EC 1.14.14.1) (CYPIVF12)
Q9HD40,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Liver-pancreas antigen) (LP) (SLA-p35) (SLA/LP autoantigen) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen) (SLA) (UGA suppressor tRNA-associated protein) (tRNA(Ser/Sec)-associated antigenic protein)
Q9HTN2,argB,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)
Q9HU21,rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)"
Q9I596,PA0845,Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylsphingosine amidohydrolase)
Q9I5F3,azoR1,FMN-dependent NAD(P)H:quinone oxidoreductase 1 (EC 1.6.5.-) (Azo-dye reductase 1) (FMN-dependent NADH-azo compound oxidoreductase 1) (FMN-dependent NADH-azoreductase 1) (EC 1.7.1.17)
Q9I5I9,sdsA1,Linear primary-alkylsulfatase (EC 3.1.6.21) (Sodium dodecyl sulfate hydrolase) (SDS hydrolase) (Type III linear primary-alkylsulfatase)
Q9N587,unc-63,Acetylcholine receptor subunit alpha-type unc-63 (Levamisole-resistant protein 7) (Uncoordinated protein 63)
Q9NNW7,TXNRD2,"Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)"
Q9NP56,PDE7B,"3',5'-cyclic-AMP phosphodiesterase 7B (EC 3.1.4.53) (cAMP-specific phosphodiesterase 7B)"
Q9NP91,SLC6A20,Sodium- and chloride-dependent transporter XTRP3 (Sodium/imino-acid transporter 1) (Solute carrier family 6 member 20) (Transporter rB21A homolog)
Q9NP99,TREM1,Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354)
Q9NPA1,KCNMB3,"Calcium-activated potassium channel subunit beta-3 (BK channel subunit beta-3) (BKbeta3) (Hbeta3) (Calcium-activated potassium channel, subfamily M subunit beta-3) (Charybdotoxin receptor subunit beta-3) (K(VCA)beta-3) (Maxi K channel subunit beta-3) (Slo-beta-3)"
Q9NPA2,MMP25,Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP)
Q9NPB1,NT5M,"5'(3')-deoxyribonucleotidase, mitochondrial (5',3'-nucleotidase, mitochondrial) (EC 3.1.3.-) (Deoxy-5'-nucleotidase 2) (dNT-2)"
Q9NPB6,PARD6A,Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)
Q9NPC2,KCNK9,Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3) (Two pore potassium channel KT3.2) (Two pore K(+) channel KT3.2)
Q9NPD5,SLCO1B3,Solute carrier organic anion transporter family member 1B3 (Liver-specific organic anion transporter 2) (LST-2) (OATP1B3) (Organic anion transporter 8) (Organic anion-transporting polypeptide 8) (OATP-8) (Solute carrier family 21 member 8)
Q9NPF2,CHST11,Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)
Q9NPF7,IL23A,Interleukin-23 subunit alpha (IL-23 subunit alpha) (IL-23-A) (Interleukin-23 subunit p19) (IL-23p19)
Q9NPH2,ISYNA1,Inositol-3-phosphate synthase 1 (IPS 1) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase) (hIPS) (Myo-inositol 1-phosphate synthase A1) (hINO1)
Q9NPJ3,ACOT13,"Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]"
Q9H1C0,LPAR5,Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G protein-coupled receptor 92) (G protein-coupled receptor 93)
Q9HB40,SCPEP1,Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)
Q9HTQ2,dadX,"Alanine racemase, catabolic (EC 5.1.1.1)"
Q9HVZ0,gmhA,Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)
Q9KU37,nagZ,Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)
Q9HU22,rmlA,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
Q9JZW6,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)
Q9K2N0,blaVIM-2,beta-lactamase (EC 3.5.2.6)
Q9KM65,cqsA,CAI-1 autoinducer synthase (EC 2.3.-.-) (Cholerae quorum-sensing autoinducer)
Q9KPI8,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)
Q9L5C7,blaCTX-M-14,Beta-lactamase (EC 3.5.2.6)
Q9I7A8,def,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)
Q9KL51,pgl,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)
Q9HUR5,opdK,Vanillate porin OpdK
Q9HVJ6,PA4589,Probable outer membrane protein
Q9HYN5,lecB,Fucose-binding lectin PA-IIL
Q9HYX1,PA3270,N-acetyltransferase domain-containing protein
Q9HZZ3,ohr,Organic hydroperoxide resistance protein
Q9KKU4,VC_A1006,"Organic hydroperoxide resistance protein, putative"
Q9KQN0,VC_1968,"Transcriptional regulator, HTH_3 family"
Q9KVB4,VC_0232,Capsular polysaccharide biosynthesis protein
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)"
Q9NQS7,INCENP,Inner centromere protein
Q9NQX3,GPHN,Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E) (Mo insertase)]
Q9NR19,ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Lactyl-CoA synthetase) (EC 6.2.1.-) (Propionyl-CoA synthetase) (EC 6.2.1.17)"
Q9NR33,POLE4,DNA polymerase epsilon subunit 4 (DNA polymerase II subunit 4) (DNA polymerase epsilon subunit p12)
Q9NR45,NANS,N-acetylneuraminate-9-phosphate synthase (EC 2.5.1.57) (3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase) (EC 2.5.1.132) (N-acetylneuraminic acid phosphate synthase) (NANS) (Sialic acid phosphate synthase) (Sialic acid synthase)
Q9NR82,KCNQ5,Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)
Q9NR96,TLR9,Toll-like receptor 9 (CD antigen CD289)
Q9NR97,TLR8,Toll-like receptor 8 (CD antigen CD288)
Q9NRA0,SPHK2,Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91)
Q9NRA2,SLC17A5,Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT)
Q9NRE1,MMP26,Matrix metalloproteinase-26 (MMP-26) (EC 3.4.24.-) (Endometase) (Matrilysin-2)
Q9NRF9,POLE3,DNA polymerase epsilon subunit 3 (Arsenic-transactivated protein) (AsTP) (Chromatin accessibility complex 17 kDa protein) (CHRAC-17) (HuCHRAC17) (DNA polymerase II subunit 3) (DNA polymerase epsilon subunit p17)
Q9NRM0,SLC2A9,"Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)"
Q9NRR6,INPP5E,"Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)"
Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)
Q9NS18,GLRX2,"Glutaredoxin-2, mitochondrial"
Q9NS40,KCNH7,Voltage-gated inwardly rectifying potassium channel KCNH7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Potassium voltage-gated channel subfamily H member 7) (Voltage-gated potassium channel subunit Kv11.3)
Q9NS61,KCNIP2,A-type potassium channel modulatory protein KCNIP2 (Cardiac voltage-gated potassium channel modulatory subunit) (Kv channel-interacting protein 2) (KChIP2) (Potassium channel-interacting protein 2)
Q9NS75,CYSLTR2,Cysteinyl leukotriene receptor 2 (CysLTR2) (G protein-coupled receptor GPCR21) (hGPCR21) (G protein-coupled receptor HG57) (HPN321)
Q9NSA0,SLC22A11,Solute carrier family 22 member 11 (Organic anion transporter 4) (OAT4) (Organic anion:dicarboxylate exchanger OAT4)
Q9NSA2,KCND1,A-type voltage-gated potassium channel KCND1 (Potassium voltage-gated channel subfamily D member 1) (Shal-type potassium channel KCND1) (Voltage-gated potassium channel subunit Kv4.1)
Q9NSD5,SLC6A13,Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)
Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)
Q9NSE4,IARS2,"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)"
Q9NTG7,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (NAD-dependent protein delactylase sirtuin-3) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)"
Q9NUB1,ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)"
Q9NUN7,ACER3,Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (EC 3.5.1.23) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC)
Q9NUT2,ABCB8,"Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial) (ABCB8) (Mitochondrial ATP-binding cassette 1) (M-ABC1) (Mitochondrial sulfonylurea-receptor) (MITOSUR)"
Q9NUV7,SPTLC3,Serine palmitoyltransferase 3 (EC 2.3.1.50) (Long chain base biosynthesis protein 2b) (LCB2b) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3)
Q9NVH6,TMLHE,"Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (Epsilon-trimethyllysine hydroxylase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase) (TML dioxygenase) (TMLD)"
Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)
Q9NWM0,SMOX,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1)
Q9NWT6,HIF1AN,Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)
Q9NWW6,NMRK1,Nicotinamide riboside kinase 1 (NRK 1) (NmR-K 1) (EC 2.7.1.22) (Nicotinic acid riboside kinase 1) (EC 2.7.1.173) (Ribosylnicotinamide kinase 1) (RNK 1) (Ribosylnicotinic acid kinase 1)
Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)
Q9NWZ5,UCKL1,Uridine-cytidine kinase-like 1 (EC 2.7.1.48)
Q9NXA8,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)"
Q9NXE4,SMPD4,Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)
Q9NXG6,P4HTM,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4)
Q9NY46,SCN3A,Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)
Q9NY47,CACNA2D2,Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II)
Q9NY65,TUBA8,Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]
Q9NY72,SCN3B,Sodium channel regulatory subunit beta-3
Q9NYA1,SPHK1,Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)
Q9NYB5,SLCO1C1,Solute carrier organic anion transporter family member 1C1 (Organic anion transporter 1C1) (OATP1C1) (Organic anion transporter F) (OATP-F) (Organic anion transporter polypeptide-related protein 5) (OAT-RP-5) (OATP-RP5) (Organic anion-transporting polypeptide 14) (OATP-14) (Solute carrier family 21 member 14) (Thyroxine transporter)
Q9NYK1,TLR7,Toll-like receptor 7
Q9NYL5,CYP39A1,24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.26) (Cytochrome P450 39A1) (hCYP39A1) (Oxysterol 7-alpha-hydroxylase)
Q9NYP7,ELOVL5,Very long chain fatty acid elongase 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Elongation of very long chain fatty acids protein 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)
Q9NYQ3,HAO2,"2-Hydroxyacid oxidase 2 (HAOX2) (EC 1.1.3.15) ((S)-2-hydroxy-acid oxidase, peroxisomal) (Cell growth-inhibiting gene 16 protein) (Long chain alpha-hydroxy acid oxidase) (Long-chain L-2-hydroxy acid oxidase)"
Q9NYR8,RDH8,Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 2)
Q9NYX4,CALY,Neuron-specific vesicular protein calcyon
Q9NZ42,PSENEN,Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)
Q9NZC3,GDE1,Glycerophosphodiester phosphodiesterase 1 (Glycerophosphoinositol glycerophosphodiesterase GDE1) (EC 3.1.4.44) (Lysophospholipase D GDE1) (EC 3.1.4.-) (Membrane-interacting protein of RGS16) (RGS16-interacting membrane protein)
Q9NZD2,GLTP,Glycolipid transfer protein (GLTP)
Q9NZK7,PLA2G2E,Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)
Q9NZL9,MAT2B,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)
Q9NZV6,MSRB1,Methionine-R-sulfoxide reductase B1 (MsrB1) (EC 1.8.4.12) (EC 1.8.4.14) (Selenoprotein X) (SelX)
Q9NZV8,KCND2,A-type voltage-gated potassium channel KCND2 (Potassium voltage-gated channel subfamily D member 2) (Voltage-gated potassium channel subunit Kv4.2)
Q9P0J0,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)
Q9P0X4,CACNA1I,Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)
Q9P0Z9,PIPOX,Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
Q9P289,STK26,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK)
Q9P2J5,LARS1,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)"
Q9P2R7,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Itaconyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.-) (Malyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.9) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)"
Q9P2W7,B3GAT1,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)"
Q9RA63,clpB,Chaperone protein ClpB
Q9RYA6,DR_0044,N-succinylamino acid racemase (NSAAR) (NSAR) (EC 5.1.1.-) (N-acylamino acid racemase) (NAAAR) (EC 5.1.1.-) (o-succinylbenzoate synthase) (OSB synthase) (OSBS) (EC 4.2.1.113)
Q9SAD4,ESR1,Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)
Q9TRC7,AOC1,Diamine oxidase [copper-containing] (Diamine oxidase) (EC 1.4.3.22) (Amiloride-binding protein) (Amine oxidase copper domain-containing protein 1) (Histaminase)
Q9UBI6,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
Q9UBJ2,ABCD2,ATP-binding cassette sub-family D member 2 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR)
Q9UBK8,MTRR,Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase)
Q9UBM1,PEMT,Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (PEMT2) (Phospholipid methyltransferase) (PLMT)
Q9UBM7,DHCR7,"7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Cholesterol-5,6-epoxide hydrolase subunit DHCR7) (EC 3.3.2.11) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)"
Q9UBN7,HDAC6,Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)
Q9UBQ6,EXTL2,"Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2]"
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)
Q9UBR1,UPB1,Beta-ureidopropionase (EC 3.5.1.6) (BUP-1) (Beta-alanine synthase) (N-carbamoyl-beta-alanine amidohydrolase)
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)
Q9UBS5,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1)
Q9UBT6,POLK,DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP)
Q9UBX1,CTSF,Cathepsin F (CATSF) (EC 3.4.22.41)
Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10)
Q9UBX8,B4GALT6,"Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (EC 2.4.1.-) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6) (UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6)"
Q9UDR5,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]"
Q9UDW1,UQCR10,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)
Q9UDX3,SEC14L4,SEC14-like protein 4 (Tocopherol-associated protein 3)
